image,predicted,ground_truth,correct,detected,matched
c15bg2.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c15bg3.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c15bg4.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c15bg5.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c15bg6.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c15bg7.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c15bg8.png,pip_831_temple-of-deceit,pip_831_temple-of-deceit,1,0,1
c16bg1.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c16bg2.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c16bg3.png,ody_55_testament-of-faith,m10_10_excommunicate,0,0,1
c16bg4.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c16bg5.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c16bg6.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c16bg7.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c16bg8.png,phuk_38_nezumi-graverobber-nighteyes-the-desecrator,m10_10_excommunicate,0,0,1
c17bg1.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c17bg2.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c17bg3.png,No match,ltr_612_elven-farsight,0,0,0
c17bg4.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c17bg5.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c17bg6.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c17bg7.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c17bg8.png,ltr_612_elven-farsight,ltr_612_elven-farsight,1,0,1
c18bg1.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c18bg2.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c18bg3.png,No match,spg_81_akromas-memorial,0,0,0
c18bg4.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c18bg5.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c18bg6.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c18bg7.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c18bg8.png,spg_81_akromas-memorial,spg_81_akromas-memorial,1,0,1
c19bg1.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg2.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg3.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg4.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg5.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg6.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg7.png,tsr_82_riftwing-cloudskate,clb_869_psychosis-crawler,0,0,1
c19bg8.png,cmb1_73_experiment-five,clb_869_psychosis-crawler,0,0,1
c1bg1.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg2.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg3.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg4.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg5.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg6.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg7.png,who_614_clara-oswald,who_614_clara-oswald,1,0,1
c1bg8.png,tdm_376_zurgo-thunders-decree,who_614_clara-oswald,0,0,1
c20bg1.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg2.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg3.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg4.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg5.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg6.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg7.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c20bg8.png,tor_20_transcendence,tor_20_transcendence,1,0,1
c21bg1.png,cmd_289_svogthos-the-restless-tomb,onc_157_kher-keep,0,0,1
c21bg2.png,sld_160_griselbrand,onc_157_kher-keep,0,0,1
c21bg3.png,sld_160_griselbrand,onc_157_kher-keep,0,0,1
c21bg4.png,cmd_289_svogthos-the-restless-tomb,onc_157_kher-keep,0,0,1
c21bg5.png,cmd_289_svogthos-the-restless-tomb,onc_157_kher-keep,0,0,1
c21bg6.png,sld_160_griselbrand,onc_157_kher-keep,0,0,1
c21bg7.png,sld_160_griselbrand,onc_157_kher-keep,0,0,1
c21bg8.png,sld_160_griselbrand,onc_157_kher-keep,0,0,1
c22bg1.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg2.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg3.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg4.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg5.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg6.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg7.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c22bg8.png,shm_196_sootwalkers,shm_196_sootwalkers,1,0,1
c23bg1.png,vis_18_resistance-fighter,fut_107_scourge-of-kher-ridges,0,0,1
c23bg2.png,vis_18_resistance-fighter,fut_107_scourge-of-kher-ridges,0,0,1
c23bg3.png,vis_18_resistance-fighter,fut_107_scourge-of-kher-ridges,0,0,1
c23bg4.png,rav_132_incite-hysteria,fut_107_scourge-of-kher-ridges,0,0,1
c23bg5.png,vis_18_resistance-fighter,fut_107_scourge-of-kher-ridges,0,0,1
c23bg6.png,vis_18_resistance-fighter,fut_107_scourge-of-kher-ridges,0,0,1
c23bg7.png,rav_132_incite-hysteria,fut_107_scourge-of-kher-ridges,0,0,1
c23bg8.png,vis_18_resistance-fighter,fut_107_scourge-of-kher-ridges,0,0,1
c24bg1.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg2.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg3.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg4.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg5.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg6.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg7.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c24bg8.png,plst_RAV-267_pariahs-shield,rav_267_pariahs-shield,0,0,1
c25bg1.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg2.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg3.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg4.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg5.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg6.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg7.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c25bg8.png,s00_14_giant-octopus,j25_289_blink-of-an-eye,0,0,1
c26bg1.png,oarc_28%E2%98%85_my-genius-knows-no-bounds,tdft_6_elephant,0,0,1
c26bg2.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c26bg3.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c26bg4.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c26bg5.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c26bg6.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c26bg7.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c26bg8.png,40k_29%E2%98%85_arco-flagellant,tdft_6_elephant,0,0,1
c27bg1.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg2.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg3.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg4.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg5.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg6.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg7.png,cmm_513_grave-pact,cmm_513_grave-pact,1,0,1
c27bg8.png,tvow_1_human,cmm_513_grave-pact,0,0,1
c28bg1.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg2.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg3.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg4.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg5.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg6.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg7.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c28bg8.png,rav_22_hunted-lammasu,afr_12_divine-smite,0,0,1
c29bg1.png,por_100_mind-knives,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg2.png,por_100_mind-knives,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg3.png,por_100_mind-knives,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg4.png,por_100_mind-knives,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg5.png,2x2_187_bounty-of-the-luxa,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg6.png,2x2_187_bounty-of-the-luxa,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg7.png,por_100_mind-knives,ptk_82_sima-yi-wei-field-marshal,0,0,1
c29bg8.png,2x2_187_bounty-of-the-luxa,ptk_82_sima-yi-wei-field-marshal,0,0,1
c2bg1.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg2.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg3.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg4.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg5.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg6.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg7.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c2bg8.png,mkc_107_junk-winder,mkc_107_junk-winder,1,0,1
c30bg1.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg2.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg3.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg4.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg5.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg6.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg7.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c30bg8.png,ulst_25_summon-the-pack,ths_68_thassas-emissary,0,0,1
c31bg1.png,nem_29_cloudskate,brb_8_azure-drake,0,0,1
c31bg2.png,nem_29_cloudskate,brb_8_azure-drake,0,0,1
c31bg3.png,nem_29_cloudskate,brb_8_azure-drake,0,0,1
c31bg4.png,nem_29_cloudskate,brb_8_azure-drake,0,0,1
c31bg5.png,nem_47_stronghold-zeppelin,brb_8_azure-drake,0,0,1
c31bg6.png,nem_47_stronghold-zeppelin,brb_8_azure-drake,0,0,1
c31bg7.png,nem_29_cloudskate,brb_8_azure-drake,0,0,1
c31bg8.png,nem_47_stronghold-zeppelin,brb_8_azure-drake,0,0,1
c32bg1.png,sld_1575_reconnaissance,ust_19_riveting-rigger,0,0,1
c32bg2.png,ust_19_riveting-rigger,ust_19_riveting-rigger,1,0,1
c32bg3.png,sld_1575_reconnaissance,ust_19_riveting-rigger,0,0,1
c32bg4.png,sld_1575_reconnaissance,ust_19_riveting-rigger,0,0,1
c32bg5.png,No match,ust_19_riveting-rigger,0,0,0
c32bg6.png,ust_19_riveting-rigger,ust_19_riveting-rigger,1,0,1
c32bg7.png,ust_19_riveting-rigger,ust_19_riveting-rigger,1,0,1
c32bg8.png,ust_19_riveting-rigger,ust_19_riveting-rigger,1,0,1
c33bg1.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg2.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg3.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg4.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg5.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg6.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg7.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c33bg8.png,plst_MM3-28_wake-the-reflections,dft_21_lotusguard-disciple,0,0,1
c34bg1.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c34bg2.png,plst_GK1-80_bomber-corps,gk1_80_bomber-corps,0,0,1
c34bg3.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c34bg4.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c34bg5.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c34bg6.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c34bg7.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c34bg8.png,gk1_80_bomber-corps,gk1_80_bomber-corps,1,0,1
c35bg1.png,mb2_537_there-theyre-their,mb2_540_your-wish-is-my-command,0,0,1
c35bg2.png,mb2_526_blurry-visionary,mb2_540_your-wish-is-my-command,0,0,1
c35bg3.png,mb2_531_map-to-lorthoss-temple,mb2_540_your-wish-is-my-command,0,0,1
c35bg4.png,mb2_526_blurry-visionary,mb2_540_your-wish-is-my-command,0,0,1
c35bg5.png,mb2_537_there-theyre-their,mb2_540_your-wish-is-my-command,0,0,1
c35bg6.png,mb2_526_blurry-visionary,mb2_540_your-wish-is-my-command,0,0,1
c35bg7.png,mb2_526_blurry-visionary,mb2_540_your-wish-is-my-command,0,0,1
c35bg8.png,mb2_537_there-theyre-their,mb2_540_your-wish-is-my-command,0,0,1
c36bg1.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg2.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg3.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg4.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg5.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg6.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg7.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c36bg8.png,rav_289_plains,plst_KTK-241_sandsteppe-citadel,0,0,1
c37bg1.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg2.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg3.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg4.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg5.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg6.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg7.png,ust_117_multi-headed,ncc_308_sandwurm-convergence,0,0,1
c37bg8.png,rav_187_trophy-hunter,ncc_308_sandwurm-convergence,0,0,1
c38bg1.png,brb_108_forest,brb_108_forest,1,0,1
c38bg2.png,brb_108_forest,brb_108_forest,1,0,1
c38bg3.png,brb_108_forest,brb_108_forest,1,0,1
c38bg4.png,brb_108_forest,brb_108_forest,1,0,1
c38bg5.png,brb_108_forest,brb_108_forest,1,0,1
c38bg6.png,brb_108_forest,brb_108_forest,1,0,1
c38bg7.png,brb_108_forest,brb_108_forest,1,0,1
c38bg8.png,brb_108_forest,brb_108_forest,1,0,1
c39bg1.png,tsr_314_paradoxical-outcome,tsr_306_baral-chief-of-compliance,0,0,1
c39bg2.png,tsr_314_paradoxical-outcome,tsr_306_baral-chief-of-compliance,0,0,1
c39bg3.png,tsr_306_baral-chief-of-compliance,tsr_306_baral-chief-of-compliance,1,0,1
c39bg4.png,tsr_314_paradoxical-outcome,tsr_306_baral-chief-of-compliance,0,0,1
c39bg5.png,tsr_314_paradoxical-outcome,tsr_306_baral-chief-of-compliance,0,0,1
c39bg6.png,tsr_306_baral-chief-of-compliance,tsr_306_baral-chief-of-compliance,1,0,1
c39bg7.png,tsr_314_paradoxical-outcome,tsr_306_baral-chief-of-compliance,0,0,1
c39bg8.png,tsr_314_paradoxical-outcome,tsr_306_baral-chief-of-compliance,0,0,1
c3bg1.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c3bg2.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c3bg3.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c3bg4.png,mgb_9_bull-elephant,usg_253_fortitude,0,0,1
c3bg5.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c3bg6.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c3bg7.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c3bg8.png,p02_139_norwood-riders,usg_253_fortitude,0,0,1
c40bg1.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg2.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg3.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg4.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg5.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg6.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg7.png,ima_123_draconic-roar,ima_123_draconic-roar,1,0,1
c40bg8.png,jmp_308_draconic-roar,ima_123_draconic-roar,0,0,1
c41bg1.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg2.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg3.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg4.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg5.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg6.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg7.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c41bg8.png,dmr_286_high-tide,dmr_286_high-tide,1,0,1
c42bg1.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c42bg2.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c42bg3.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c42bg4.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c42bg5.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c42bg6.png,rav_4_blazing-archon,jmp_459_arcane-encyclopedia,0,0,1
c42bg7.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c42bg8.png,jmp_459_arcane-encyclopedia,jmp_459_arcane-encyclopedia,1,0,1
c43bg1.png,rav_194_brightflame,thb_23_hero-of-the-winds,0,0,1
c43bg2.png,cmr_9_archon-of-coronation,thb_23_hero-of-the-winds,0,0,1
c43bg3.png,cmr_9_archon-of-coronation,thb_23_hero-of-the-winds,0,0,1
c43bg4.png,rav_194_brightflame,thb_23_hero-of-the-winds,0,0,1
c43bg5.png,cmr_9_archon-of-coronation,thb_23_hero-of-the-winds,0,0,1
c43bg6.png,rav_194_brightflame,thb_23_hero-of-the-winds,0,0,1
c43bg7.png,cmr_9_archon-of-coronation,thb_23_hero-of-the-winds,0,0,1
c43bg8.png,cmr_9_archon-of-coronation,thb_23_hero-of-the-winds,0,0,1
c44bg1.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg2.png,eld_90_foulmire-knight-profane-insight,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg3.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg4.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg5.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg6.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg7.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c44bg8.png,rav_95_moonlight-bargain,plst_ELD-90_foulmire-knight-profane-insight,0,0,1
c45bg1.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c45bg2.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c45bg3.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c45bg4.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c45bg5.png,mic_84_dearly-departed,ima_5_ajanis-pridemate,0,0,1
c45bg6.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c45bg7.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c45bg8.png,ddk_14_phantom-general,ima_5_ajanis-pridemate,0,0,1
c46bg1.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg2.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg3.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg4.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg5.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg6.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg7.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c46bg8.png,rav_24_light-of-sanction,war_209_oath-of-kaya,0,0,1
c47bg1.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
c47bg2.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
c47bg3.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
c47bg4.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
c47bg5.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
c47bg6.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
c47bg7.png,10e_103_rootwater-matriarch,10e_103_rootwater-matriarch,1,0,1
