image,predicted,ground_truth,correct,detected,matched
c20bg7.png,Urge to Feed,Urge to Feed,1,1,1
c20bg8.png,Urge to Feed,Urge to Feed,1,1,1
c21bg1.png,Eyekite,Eyekite,1,1,1
c21bg2.png,Eyekite,Eyekite,1,1,1
c21bg3.png,Eyekite,Eyekite,1,1,1
c21bg4.png,Eyekite,Eyekite,1,1,1
c21bg5.png,Eyekite,Eyekite,1,1,1
c21bg6.png,Eyekite,Eyekite,1,1,1
c21bg7.png,Eyekite,Eyekite,1,1,1
c21bg8.png,Eyekite,Eyekite,1,1,1
c22bg1.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg2.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg3.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg4.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg5.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg6.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg7.png,Lunarch Mantle,Lunarch Mantle,1,1,1
c22bg8.png,Lunarch Mantle,Lunarch Mantle,1,0,1
c23bg1.png,Control Magic,War Mammoth,0,0,1
c23bg2.png,Control Magic,War Mammoth,0,1,1
c23bg3.png,Control Magic,War Mammoth,0,0,1
c23bg4.png,Control Magic,War Mammoth,0,0,1
c23bg5.png,War Mammoth,War Mammoth,1,1,1
c23bg6.png,War Mammoth,War Mammoth,1,1,1
c23bg7.png,Control Magic,War Mammoth,0,0,1
c23bg8.png,War Mammoth,War Mammoth,1,1,1
c24bg1.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg2.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg3.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg4.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg5.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg6.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg7.png,Avishkar Raceway,Avishkar Raceway,1,1,1
c24bg8.png,Forest,Avishkar Raceway,0,0,1
c25bg1.png,No match,Pip-Boy 3000,0,0,0
c25bg2.png,Pip-Boy 3000,Pip-Boy 3000,1,1,1
c25bg3.png,No match,Pip-Boy 3000,0,0,0
c25bg4.png,No match,Pip-Boy 3000,0,0,0
c25bg5.png,No match,Pip-Boy 3000,0,0,0
c25bg6.png,No match,Pip-Boy 3000,0,0,0
c25bg7.png,Pip-Boy 3000,Pip-Boy 3000,1,1,1
c25bg8.png,No match,Pip-Boy 3000,0,0,0
c26bg1.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg2.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg3.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg4.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg5.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg6.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg7.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c26bg8.png,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",1,1,1
c27bg1.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg2.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg3.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg4.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg5.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg6.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg7.png,Mahamoti Djinn,Mahamoti Djinn,1,1,1
c27bg8.png,Queen Marchesa,Mahamoti Djinn,0,1,1
c28bg1.png,No match,Staff of the Storyteller,0,0,0
c28bg2.png,Staff of the Storyteller,Staff of the Storyteller,1,1,1
c28bg3.png,Staff of the Storyteller,Staff of the Storyteller,1,1,1
c28bg4.png,No match,Staff of the Storyteller,0,0,0
c28bg5.png,No match,Staff of the Storyteller,0,0,0
c28bg6.png,No match,Staff of the Storyteller,0,0,0
c28bg7.png,Staff of the Storyteller,Staff of the Storyteller,1,1,1
c28bg8.png,No match,Staff of the Storyteller,0,0,0
c29bg1.png,Roving Actuator,Roving Actuator,1,1,1
c29bg2.png,Roving Actuator,Roving Actuator,1,1,1
c29bg3.png,Roving Actuator,Roving Actuator,1,1,1
c29bg4.png,Roving Actuator,Roving Actuator,1,1,1
c29bg5.png,Roving Actuator,Roving Actuator,1,1,1
c29bg6.png,Roving Actuator,Roving Actuator,1,1,1
c29bg7.png,Roving Actuator,Roving Actuator,1,1,1
c29bg8.png,Roving Actuator,Roving Actuator,1,1,1
c2bg1.png,Repel the Darkness,Argentum Armor,0,1,1
c2bg2.png,Repel the Darkness,Argentum Armor,0,1,1
c2bg3.png,Repel the Darkness,Argentum Armor,0,1,1
c2bg4.png,Argentum Armor,Argentum Armor,1,1,1
c2bg5.png,Argentum Armor,Argentum Armor,1,1,1
c2bg6.png,Repel the Darkness,Argentum Armor,0,1,1
c2bg7.png,Argentum Armor,Argentum Armor,1,1,1
c2bg8.png,Professor Onyx,Argentum Armor,0,0,1
c30bg1.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg2.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg3.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg4.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg5.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg6.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg7.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c30bg8.png,Conclave Naturalists,Conclave Naturalists,1,1,1
c31bg1.png,War Squeak,War Squeak,1,1,1
c31bg2.png,War Squeak,War Squeak,1,1,1
c31bg3.png,War Squeak,War Squeak,1,1,1
c31bg4.png,War Squeak,War Squeak,1,1,1
c31bg5.png,War Squeak,War Squeak,1,1,1
c31bg6.png,War Squeak,War Squeak,1,1,1
c31bg7.png,War Squeak,War Squeak,1,1,1
c31bg8.png,War Squeak,War Squeak,1,1,1
c32bg1.png,Black Market,Jade Statue,0,1,1
c32bg2.png,Jade Statue,Jade Statue,1,1,1
c32bg3.png,Jade Statue,Jade Statue,1,1,1
c32bg4.png,Jade Statue,Jade Statue,1,1,1
c32bg5.png,"Prossh, Skyraider of Kher",Jade Statue,0,0,1
c32bg6.png,Jade Statue,Jade Statue,1,1,1
c32bg7.png,Jade Statue,Jade Statue,1,1,1
c32bg8.png,Coveted Jewel,Jade Statue,0,0,1
c33bg1.png,"Squall, SeeD Mercenary",Krosan Verge,0,0,1
c33bg2.png,Krosan Verge,Krosan Verge,1,1,1
c33bg3.png,Professor Onyx,Krosan Verge,0,0,1
c33bg4.png,"Kaito, Bane of Nightmares",Krosan Verge,0,0,1
c33bg5.png,"Squall, SeeD Mercenary",Krosan Verge,0,0,1
c33bg6.png,"Squall, SeeD Mercenary",Krosan Verge,0,0,1
c33bg7.png,Krosan Verge,Krosan Verge,1,1,1
c33bg8.png,Krosan Verge,Krosan Verge,1,1,1
c34bg1.png,"Titania, Gaea Incarnate","Titania, Gaea Incarnate",1,1,1
c34bg2.png,"Titania, Gaea Incarnate","Titania, Gaea Incarnate",1,1,1
c34bg3.png,Double-Faced Substitute Card,"Titania, Gaea Incarnate",0,0,1
c34bg4.png,"Titania, Gaea Incarnate","Titania, Gaea Incarnate",1,1,1
c34bg5.png,"Titania, Gaea Incarnate","Titania, Gaea Incarnate",1,1,1
c34bg6.png,"Titania, Gaea Incarnate","Titania, Gaea Incarnate",1,1,1
c34bg7.png,"Titania, Gaea Incarnate","Titania, Gaea Incarnate",1,1,1
c34bg8.png,No match,"Titania, Gaea Incarnate",0,0,0
c35bg1.png,Fog Bank,Fog Bank,1,1,1
c35bg2.png,Fog Bank,Fog Bank,1,1,1
c35bg3.png,Fog Bank,Fog Bank,1,1,1
c35bg4.png,Fog Bank,Fog Bank,1,1,1
c35bg5.png,Fog Bank,Fog Bank,1,1,1
c35bg6.png,Fog Bank,Fog Bank,1,1,1
c35bg7.png,Fog Bank,Fog Bank,1,1,1
c35bg8.png,Zombies,Fog Bank,0,0,1
c36bg1.png,Unholy Strength,Unholy Strength,1,1,1
c36bg2.png,Unholy Strength,Unholy Strength,1,1,1
c36bg3.png,Unholy Strength,Unholy Strength,1,1,1
c36bg4.png,Unholy Strength,Unholy Strength,1,1,1
c36bg5.png,Unholy Strength,Unholy Strength,1,1,1
c36bg6.png,Unholy Strength,Unholy Strength,1,1,1
c36bg7.png,Unholy Strength,Unholy Strength,1,1,1
c36bg8.png,Unholy Strength,Unholy Strength,1,1,1
c37bg1.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg2.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg3.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg4.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg5.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg6.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg7.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c37bg8.png,Elvish Spirit Guide,Elvish Spirit Guide,1,1,1
c38bg1.png,Aura Thief,Aura Thief,1,1,1
c38bg2.png,Aura Thief,Aura Thief,1,1,1
c38bg3.png,Aura Thief,Aura Thief,1,1,1
c38bg4.png,Aura Thief,Aura Thief,1,1,1
c38bg5.png,Aura Thief,Aura Thief,1,1,1
c38bg6.png,Aura Thief,Aura Thief,1,1,1
c38bg7.png,Aura Thief,Aura Thief,1,1,1
c38bg8.png,Aura Thief,Aura Thief,1,1,1
c39bg1.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg2.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg3.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg4.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg5.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg6.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg7.png,Mist-Cloaked Herald,Mist-Cloaked Herald,1,1,1
c39bg8.png,Case of the Gorgon's Kiss,Mist-Cloaked Herald,0,0,1
c3bg1.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg2.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg3.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg4.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg5.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg6.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg7.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c3bg8.png,Urza's Blueprints,Urza's Blueprints,1,1,1
c40bg1.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c40bg2.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c40bg3.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c40bg4.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c40bg5.png,Fiery Emancipation,Fiery Emancipation,0,1,1
c40bg6.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c40bg7.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c40bg8.png,Fiery Emancipation,Fiery Emancipation,1,1,1
c41bg1.png,Victimize,Victimize,1,1,1
c41bg2.png,Victimize,Victimize,1,1,1
c41bg3.png,Victimize,Victimize,1,1,1
c41bg4.png,Victimize,Victimize,1,1,1
c41bg5.png,Victimize,Victimize,1,1,1
c41bg6.png,Victimize,Victimize,1,1,1
c41bg7.png,Victimize,Victimize,1,1,1
c41bg8.png,Bonders' Enclave,Victimize,0,0,1
c42bg1.png,Manalith,Manalith,1,1,1
c42bg2.png,Manalith,Manalith,1,1,1
c42bg3.png,Manalith,Manalith,1,1,1
c42bg4.png,Manalith,Manalith,1,1,1
c42bg5.png,Manalith,Manalith,1,1,1
c42bg6.png,Manalith,Manalith,1,1,1
c42bg7.png,Manalith,Manalith,1,1,1
c42bg8.png,Manalith,Manalith,1,1,1
c43bg1.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg2.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg3.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg4.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg5.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg6.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg7.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c43bg8.png,Pyroclast Consul,Pyroclast Consul,1,1,1
c44bg1.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg2.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg3.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg4.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg5.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg6.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg7.png,Jackal Familiar,Jackal Familiar,1,1,1
c44bg8.png,Jackal Familiar,Jackal Familiar,1,1,1
c45bg1.png,Somber Hoverguard,Somber Hoverguard,1,1,1
c45bg2.png,Raging Regisaur,Somber Hoverguard,0,1,1
c45bg3.png,Somber Hoverguard,Somber Hoverguard,1,1,1
c45bg4.png,Somber Hoverguard,Somber Hoverguard,1,1,1
c45bg5.png,Somber Hoverguard,Somber Hoverguard,1,1,1
c45bg6.png,Somber Hoverguard,Somber Hoverguard,1,1,1
c45bg7.png,Somber Hoverguard,Somber Hoverguard,1,1,1
c45bg8.png,Somber Hoverguard,Somber Hoverguard,1,0,1
c46bg1.png,Cathar Commando,Swamp,0,0,1
c46bg2.png,Cathar Commando,Swamp,0,0,1
c46bg3.png,Cathar Commando,Swamp,0,0,1
c46bg4.png,Cathar Commando,Swamp,0,0,1
c46bg5.png,Swamp,Swamp,1,1,1
c46bg6.png,Swamp,Swamp,1,1,1
c46bg7.png,Cathar Commando,Swamp,0,0,1
c46bg8.png,Swamp,Swamp,1,1,1
c47bg1.png,"Jaya Ballard, Task Mage","Jaya Ballard, Task Mage",1,1,1
c47bg2.png,"Jaya Ballard, Task Mage","Jaya Ballard, Task Mage",1,1,1
c47bg3.png,Increasing Devotion,"Jaya Ballard, Task Mage",0,1,1
c47bg4.png,"Jaya Ballard, Task Mage","Jaya Ballard, Task Mage",1,1,1
c47bg5.png,"Jaya Ballard, Task Mage","Jaya Ballard, Task Mage",1,1,1
c47bg6.png,"Jaya Ballard, Task Mage","Jaya Ballard, Task Mage",1,1,1
c47bg7.png,"Jaya Ballard, Task Mage","Jaya Ballard, Task Mage",1,1,1
c47bg8.png,Ascent of the Worthy,"Jaya Ballard, Task Mage",0,0,1
c48bg1.png,Storm Entity,Storm Entity,1,1,1
c48bg2.png,Storm Entity,Storm Entity,1,1,1
c48bg3.png,Storm Entity,Storm Entity,1,1,1
c48bg4.png,Storm Entity,Storm Entity,1,1,1
c48bg5.png,Storm Entity,Storm Entity,1,1,1
c48bg6.png,Storm Entity,Storm Entity,1,1,1
c48bg7.png,Storm Entity,Storm Entity,1,1,1
c48bg8.png,Storm Entity,Storm Entity,1,1,1
c49bg1.png,No match,Liliana of the Dark Realms,0,0,0
c49bg2.png,No match,Liliana of the Dark Realms,0,0,0
c49bg3.png,No match,Liliana of the Dark Realms,0,0,0
c49bg4.png,Stack of Paperwork,Liliana of the Dark Realms,0,0,1
c49bg5.png,Krosa,Liliana of the Dark Realms,0,0,1
c49bg6.png,Cat,Liliana of the Dark Realms,0,0,1
c49bg7.png,No match,Liliana of the Dark Realms,0,0,0
c49bg8.png,Krosa,Liliana of the Dark Realms,0,0,1
c4bg1.png,Bird Maiden,Curse of Unbinding,0,0,1
c4bg2.png,Curse of Unbinding,Curse of Unbinding,1,1,1
c4bg3.png,Curse of Unbinding,Curse of Unbinding,1,1,1
c4bg4.png,Tundra Wolves,Curse of Unbinding,0,0,1
c4bg5.png,Bird Maiden,Curse of Unbinding,0,0,1
c4bg6.png,Bird Maiden,Curse of Unbinding,0,0,1
c4bg7.png,Curse of Unbinding,Curse of Unbinding,1,1,1
c4bg8.png,Gabriel Nassif Decklist,Curse of Unbinding,0,0,1
c50bg1.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg2.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg3.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg4.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg5.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg6.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg7.png,Shivan Hellkite,Shivan Hellkite,1,1,1
c50bg8.png,Shivan Hellkite,Shivan Hellkite,1,0,1
c51bg1.png,Blooming Blast,Blooming Blast,1,1,1
c51bg2.png,Blooming Blast,Blooming Blast,1,1,1
c51bg3.png,Blooming Blast,Blooming Blast,1,1,1
c51bg4.png,Blooming Blast,Blooming Blast,1,1,1
c51bg5.png,Blooming Blast,Blooming Blast,1,1,1
c51bg6.png,Blooming Blast,Blooming Blast,1,1,1
c51bg7.png,Blooming Blast,Blooming Blast,1,1,1
c51bg8.png,Blooming Blast,Blooming Blast,1,1,1
c52bg1.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg2.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg3.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg4.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg5.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg6.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg7.png,Isolated Chapel,Isolated Chapel,1,1,1
c52bg8.png,Isolated Chapel,Isolated Chapel,1,1,1
c53bg1.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg2.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg3.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg4.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg5.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg6.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg7.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c53bg8.png,Selvala's Enforcer,Selvala's Enforcer,1,1,1
c54bg1.png,"Karador, Ghost Chieftain",Ghor-Clan Savage,0,0,1
c54bg2.png,"Karador, Ghost Chieftain",Ghor-Clan Savage,0,0,1
c54bg3.png,"Karador, Ghost Chieftain",Ghor-Clan Savage,0,0,1
c54bg4.png,"Karador, Ghost Chieftain",Ghor-Clan Savage,0,0,1
c54bg5.png,Ghor-Clan Savage,Ghor-Clan Savage,1,1,1
c54bg6.png,Ghor-Clan Savage,Ghor-Clan Savage,1,1,1
c54bg7.png,"Karador, Ghost Chieftain",Ghor-Clan Savage,0,0,1
c54bg8.png,Ghor-Clan Savage,Ghor-Clan Savage,1,1,1
c55bg1.png,Clocknapper,Abundant Harvest,0,0,1
c55bg2.png,Abundant Harvest,Abundant Harvest,1,1,1
c55bg3.png,No match,Abundant Harvest,0,0,0
c55bg4.png,Cryptic Command,Abundant Harvest,0,0,1
c55bg5.png,Archon of Emeria,Abundant Harvest,0,0,1
c55bg6.png,Abundant Harvest,Abundant Harvest,1,1,1
c55bg7.png,Abundant Harvest,Abundant Harvest,1,1,1
c55bg8.png,Divert,Abundant Harvest,0,0,1
c56bg1.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg2.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg3.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg4.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg5.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg6.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg7.png,Taurean Mauler,Taurean Mauler,1,1,1
c56bg8.png,Taurean Mauler,Taurean Mauler,1,1,1
c57bg1.png,Lotus Petal,Birds of Paradise,0,0,1
c57bg2.png,Hullbreaker Horror,Birds of Paradise,0,0,1
c57bg3.png,Hullbreaker Horror,Birds of Paradise,0,0,1
c57bg4.png,Zombie Giant,Birds of Paradise,0,0,1
c57bg5.png,Birds of Paradise,Birds of Paradise,1,1,1
c57bg6.png,Birds of Paradise,Birds of Paradise,1,1,1
c57bg7.png,Zombie Giant,Birds of Paradise,0,0,1
c57bg8.png,Birds of Paradise,Birds of Paradise,1,1,1
c58bg1.png,Snarespinner,Snarespinner,1,1,1
c58bg2.png,Snarespinner,Snarespinner,1,1,1
c58bg3.png,Snarespinner,Snarespinner,1,1,1
